Total_iterations,Unnamed: 0.1,Intertwine_two,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,MSC_add_terminal,MSC_del_terminal
5115,5115.0,0.0448050904702077,0.0648333578456145,0.0658362580643258,0.1088815458388705,0.0607884603325825,0.0631470085683292,0.1972158000841339,0.3944924787959357
5116,5116.0,0.0462694969044152,0.0643485439345917,0.0663398205248986,0.1063411675565782,0.0606097866388306,0.0635318230893415,0.1976365286575816,0.3949228326937626
5117,5117.0,0.0476513427717718,0.0639128152467553,0.0667714082581416,0.103949440641431,0.0604113113421372,0.06386988450528,0.1987852545689107,0.3946485426655722
5118,5118.0,0.0489292076289593,0.0635105711306724,0.0671180448181259,0.101966225851203,0.0601827585651076,0.0641474380965,0.1998833240119602,0.3942624298974717
5119,5119.0,0.0501103919261435,0.0631521665680491,0.067394439954298,0.1001365433831234,0.0599267873103303,0.0642491751819087,0.2007443145315839,0.394286181144563
5120,5120.0,0.0511845393519734,0.0628294875973829,0.0675966413332981,0.0984282018233816,0.0595466349546725,0.0642925728838246,0.2015166715177977,0.3946052505376692
5121,5121.0,0.0521516606223452,0.0625405298542702,0.0677300948200723,0.0968518736632041,0.0591413603366557,0.0642878629532788,0.2022660792426675,0.3950305385075062
5122,5122.0,0.0533424206524693,0.0623365934745979,0.0678668162866072,0.0953417483798851,0.0587689078841009,0.0640591277944991,0.2033306557559726,0.3949537297718678
5123,5123.0,0.0533233387827166,0.0621730457730894,0.0679538557532827,0.0951049447113277,0.0584006225729029,0.0638021896947487,0.2043765346992415,0.3948654680126903
5124,5124.0,0.0532416817496977,0.0620743539030679,0.0680214027533436,0.0947701594306272,0.0580571713891931,0.0635493088732468,0.2055508795057834,0.3947350423950401
5125,5125.0,0.0530835210763238,0.0620140166363395,0.068049728499705,0.0945703182733839,0.0577181129396155,0.0633039383528416,0.206280139293438,0.3949802249283525
5126,5126.0,0.0527335634726044,0.0618634271511559,0.0689179465995137,0.0942293632069085,0.0572606418301963,0.0629146263274065,0.206772174341992,0.3953082570702226
5127,5127.0,0.0523218057191937,0.0617403645734336,0.069740703148009,0.0941505437262074,0.0568159850724429,0.062506380043124,0.2070643478995133,0.3956598698180759
5128,5128.0,0.0518745683462633,0.0616600804013936,0.0705303396725059,0.0939415312097525,0.0564040813619563,0.0621014338420213,0.2073759599469321,0.3961120052191748
5129,5129.0,0.0513976308727157,0.0616168588194092,0.0712800309933806,0.0934899530643724,0.0564701425609447,0.0617007637386351,0.2076691712155647,0.3963754487349775
5130,5130.0,0.0508606551077949,0.0615693482087415,0.071948197142233,0.0929507639406086,0.0564984155856121,0.0612693806944524,0.2083340346863429,0.3965692046342143
5131,5131.0,0.0502758535107709,0.061937641619199,0.0725371478472606,0.092335274040469,0.0564942338977701,0.060816713319184,0.2089228671315071,0.3966802686338391
5132,5132.0,0.0496685912921376,0.0623138457010365,0.0730636497571088,0.0917766912059528,0.0564892126194993,0.0603677129572605,0.2094501063561802,0.396870190110824
5133,5133.0,0.048935600765554,0.0628595292510239,0.0727504296948423,0.0904400898201835,0.0577603815565466,0.060092624815693,0.2096377069944046,0.3975236371017517
5134,5134.0,0.0481924845601323,0.063398738005419,0.0723695392631742,0.0891796453375028,0.0590196297473514,0.059823259072434,0.2095860939480023,0.3984306100659835
5135,5135.0,0.0474480071182278,0.0639270480686543,0.0719314718899726,0.0880006672248463,0.0602558774970473,0.0595620578575028,0.2093167902807275,0.3995580800630209
5136,5136.0,0.0467032546606079,0.0644337715319135,0.071439434149498,0.0871850415691414,0.0614464701339726,0.0593043220529157,0.2088349148755474,0.4006527910264033
5137,5137.0,0.0460575173984742,0.065091148338949,0.0709951687122378,0.0855505711553343,0.0622588963653713,0.0594097664282453,0.2089070479163303,0.4017298836850575
5138,5138.0,0.0454265197897883,0.0657217079922013,0.0705171276361616,0.083987247619891,0.063022243655207,0.0595138736974174,0.2090197062022615,0.4027915734070715
5139,5139.0,0.0448265078337241,0.0663349201006319,0.070032441909554,0.0820312163701256,0.0637468799148533,0.0593972251349918,0.2096143622110376,0.4040164465250815
5140,5140.0,0.0451422197233936,0.0668067087849369,0.0694284594935474,0.0800565338331001,0.0641931031623592,0.0591776700113364,0.2100631691505393,0.4051321358407868
5141,5141.0,0.0452968057499506,0.0671552873862187,0.0687319387667751,0.0785926947777705,0.06440187023753,0.0588764834193438,0.2098847107202744,0.4070602089421365
5142,5142.0,0.0455753182262055,0.067554349007904,0.0681477661725277,0.0775315159398994,0.0646650310395976,0.0586935077767142,0.2106390146695968,0.4071934971675545
5143,5143.0,0.0458582424426813,0.0683465938263686,0.0675662116837504,0.0765460555485857,0.0648764701327012,0.0585384943414451,0.2109338489539116,0.4073340830705558
5144,5144.0,0.0461500745811998,0.0691004832763881,0.0670005956327928,0.0756677648566908,0.0650445578890546,0.0583877298722671,0.2110757764022954,0.4075730174893111
5145,5145.0,0.0464444069172745,0.0698096435489217,0.0664523817254854,0.0748868350265335,0.0651644471955099,0.0582465391082742,0.2111862080618086,0.4078095384161918
5146,5146.0,0.0468006464381771,0.0705339856322535,0.0657021979312101,0.0743360963793829,0.0653066365033402,0.0580191761011184,0.2109720793420851,0.4083291816724324
5147,5147.0,0.0471641502926085,0.0707868882515997,0.064989996196142,0.0739434656525004,0.0654225146793594,0.0578094692906142,0.2114615074262902,0.4084220082108851
5148,5148.0,0.0475027590635108,0.0714084298300367,0.0642913023865503,0.0735651571916051,0.0654865067353488,0.0575951670912762,0.2117551058686937,0.4083955718329781
5149,5149.0,0.0471074041372688,0.0722165849386639,0.0649237826339262,0.0734035937504314,0.0647941703276735,0.0575789719379939,0.2125032468479943,0.4074722454260476
5150,5150.0,0.046799710723832,0.0730297014042947,0.0656740882028901,0.0735791646317489,0.0641684487115856,0.057673025968683,0.2137776118005852,0.4052982485563802
5151,5151.0,0.0464495591522185,0.0737473301683888,0.0652873919406467,0.0737004719539088,0.0634842373583487,0.0582315086676291,0.2160484329023934,0.4030510678564657
5152,5152.0,0.0460780665184393,0.0743852134779359,0.0648946307574161,0.0738058068287903,0.0627715864813894,0.058741609175091,0.2185328361289905,0.4007902506319472
5153,5153.0,0.0456193477166024,0.0749094447909072,0.0644286046186833,0.0732592819356424,0.0619687324034034,0.05915242405654,0.2222739829817888,0.3983881814964322
5154,5154.0,0.0451809973738041,0.0753878231204504,0.0639955851036579,0.0727821275905214,0.0611870088075451,0.059563731511887,0.2256996506992216,0.3962030757929122
5155,5155.0,0.0447469673181963,0.0758017551522405,0.0635782069157472,0.0723414944577957,0.0604137250521883,0.0599570449361258,0.2288234886098878,0.3943373175578181
5156,5156.0,0.0442262508321463,0.076439065988874,0.063084164714649,0.0718525137318628,0.0593525216680332,0.0602353156086551,0.2322408009231932,0.3925693665325861
5157,5157.0,0.0436489281118017,0.0769448577253954,0.062542269711936,0.0715411097861303,0.0582465070400443,0.0604279923265073,0.2357723352950261,0.3908760000031587
5158,5158.0,0.0431008084768445,0.0774015998234997,0.062037101606846,0.070851112622691,0.0571855979079338,0.0606074897903676,0.2391306518082413,0.3896856379635758
5159,5159.0,0.0425510229418453,0.0777261999528072,0.0619366095174271,0.0701669156886071,0.0561424629401946,0.0607395818184378,0.2418825848922512,0.3888546222484296
5160,5160.0,0.0420143728858632,0.0779366093964557,0.0618350830813269,0.0695129718022836,0.0555195083883875,0.0608365132271912,0.2441882252888625,0.388156715929629
5161,5161.0,0.0414461556456691,0.0780382320325778,0.0616987315355334,0.0688434305426925,0.0547959462043061,0.0608534237081465,0.2466818648167227,0.3876422155143517
5162,5162.0,0.0409124440192002,0.0780935207134483,0.061589634813588,0.0682312343830197,0.0541273877612138,0.0608567851098476,0.2486376024647371,0.3875513907349449
5163,5163.0,0.0404235316477394,0.0780737292424819,0.061500320472471,0.0679691175240825,0.0535091803415883,0.0608570764381146,0.2505565393669974,0.3871105049665246
5164,5164.0,0.0399450034094282,0.0779505182282786,0.0613944720970314,0.0679092564186643,0.0532643824539428,0.0608197774669361,0.2519573192183223,0.3867592707073961
5165,5165.0,0.0394934310571597,0.0780918826782424,0.0612872159492496,0.0678874090785008,0.0530367716563849,0.0607618450997933,0.2531373768113416,0.3863040676693276
5166,5166.0,0.0393063073824817,0.0787158867838662,0.0614150275154358,0.0686038074435497,0.0530617569864485,0.0604413800355238,0.2542997021751965,0.3841561316774976
5167,5167.0,0.0390543646303094,0.0792047117248004,0.0614587726120453,0.068943436815075,0.0530298245091707,0.0600153392293642,0.2563009170257231,0.3819926334535117
5168,5168.0,0.038771070395461,0.079537689986791,0.0614401340064443,0.0692327780087075,0.0536166128799279,0.0595230069231121,0.2575175384320028,0.3803611693675531
5169,5169.0,0.0385083794792738,0.0797710470368017,0.0620777866064914,0.0695195632123226,0.0545120623893174,0.0590219223005604,0.2576624181833791,0.3789268207918532
5170,5170.0,0.0382303519519195,0.079921267821632,0.0626306241724758,0.0703059583614583,0.0553767410825483,0.0584814649324406,0.2573247435394753,0.3777288481380499
5171,5171.0,0.0379387052872648,0.0799050887382515,0.0630997386637381,0.0708989539763587,0.0562024827917807,0.0579078983731323,0.2573627293353956,0.3766844028340781
5172,5172.0,0.0377164712440777,0.0798967956459655,0.0636006528565233,0.0722093674221455,0.0571112962243327,0.0573894562339403,0.2563311663484995,0.3757447940245152
5173,5173.0,0.0375225754125023,0.0798593273884463,0.0640888221506102,0.0734783662947859,0.0580065734425483,0.0568894550061036,0.2551838805199216,0.3749709997850816
5174,5174.0,0.0373597963990808,0.07979964963418,0.0645643128123155,0.0754374020628678,0.0588843887650669,0.056414724080153,0.2535072484868758,0.3740324777594599
5175,5175.0,0.0372235061905668,0.079717435988819,0.0650204936766951,0.0773606400550838,0.0597345661066677,0.0558294189786734,0.2514782156526471,0.3736357233508467
5176,5176.0,0.0372119531544347,0.0796342780052877,0.0656489033369704,0.0794508130624994,0.0608245129490176,0.0553694010151064,0.2478693575717897,0.373990780904894
5177,5177.0,0.0372237887494498,0.0795350280095472,0.0662518728939638,0.0814594487115839,0.0618741125192603,0.0549376059845961,0.2439541615292688,0.3747639816023298
5178,5178.0,0.037278293674516,0.0794477252137895,0.0675801206437508,0.0828302310587586,0.0618139853822169,0.0545608250310167,0.2402416498046012,0.3762471691913501
5179,5179.0,0.0373366458117401,0.0792808462666406,0.0688413791836757,0.0840876699551363,0.0620285736512273,0.0541988941123203,0.2364398581714473,0.3777861328478122
5180,5180.0,0.0374105025815894,0.0791051189367263,0.0700542652742854,0.0852426080111258,0.0627915018125497,0.053867294098411,0.2319822783871864,0.3795464308981257
5181,5181.0,0.0374897610179459,0.0789144378679786,0.0712036733644485,0.0862786532993495,0.0635030808954772,0.0535574276669622,0.2275248449711345,0.3815281209167033
5182,5182.0,0.0375834002441445,0.0784049812301795,0.0723079965608846,0.0871850534970367,0.0645816948014219,0.0532820353740823,0.2228929669497282,0.3837618713425221
5183,5183.0,0.0376807090914384,0.0782093832281105,0.0733272311483693,0.08811433731664,0.0655495595395643,0.0530329112071669,0.2182148575847992,0.3858710108839112
5184,5184.0,0.0377779619486404,0.0782473108973986,0.0742692128432228,0.0889252534609928,0.0664533048663177,0.052804926744589,0.2136393079792676,0.3878827212595709
5185,5185.0,0.0378622475569479,0.0782148127937227,0.075107987517584,0.0896086392596302,0.0672290998565697,0.0525869850907212,0.2092247839432522,0.3901654439815719
5186,5186.0,0.0379393577458952,0.0781217686977449,0.0758504155784552,0.0904414947518459,0.067885677518671,0.0523845933150173,0.2048714903635228,0.3925052020288475
5187,5187.0,0.0383512397191829,0.0783590436004841,0.0760818222285863,0.0906983985996799,0.0688117738828148,0.0525408929081873,0.1987224449527269,0.3964343841083375
5188,5188.0,0.0387547786395409,0.0785854285506091,0.0762377843957543,0.0909620078787586,0.0696656572760519,0.0527128137390653,0.1929945766886263,0.4000869528315935
5189,5189.0,0.0392848940898122,0.0797755505200541,0.0767075056125533,0.0911716408204881,0.0699958955341769,0.054035078460603,0.1859339268171742,0.403095508145138
5190,5190.0,0.0397076238609137,0.0808496404873697,0.077018321124969,0.0911987327846565,0.0701649591512363,0.0551715379144369,0.1801763514494866,0.4057128332269311
5191,5191.0,0.0401523146509482,0.0822026841032723,0.0769725154428791,0.0911877054592759,0.0704582585312113,0.0563338790393452,0.1747066527456683,0.4079859900273994
5192,5192.0,0.0405796449603556,0.0835194648522711,0.0768735302527885,0.0911092541446526,0.0706944252809105,0.0574758666107713,0.1696153194759243,0.4101324944223259
5193,5193.0,0.0418203033825833,0.0847902262438577,0.0758942325392103,0.0909702608437305,0.0705063331406399,0.0585879011386403,0.1646998678658832,0.4127308748454545
5194,5194.0,0.0431276764373827,0.0862152425421803,0.0749795724468849,0.0909410318244552,0.0703687481693879,0.0588506367106392,0.1595211364633583,0.4159959554057113
5195,5195.0,0.0442969953236846,0.0874773321295679,0.073947209207346,0.0909373576120304,0.0700929718927013,0.0589778168000618,0.1547582047341418,0.419512112300466
5196,5196.0,0.0454309925321324,0.0887383290979004,0.0729198570303672,0.0909011527451256,0.0694543211246667,0.0590830086784368,0.1504966534407573,0.4229756853506135
5197,5197.0,0.046494601665169,0.0898500134225125,0.0718800297382042,0.090808183447673,0.0687474135080436,0.0591400013471437,0.1465362575045869,0.4265434993666669
5198,5198.0,0.047421098960764,0.0908041602861403,0.0707762466370558,0.0906013503392947,0.0679486583512567,0.0590898209165054,0.1428973093514081,0.4304613551575749
5199,5199.0,0.0477935085937206,0.0916086492403068,0.0696807095790376,0.0911816418144884,0.067103541373641,0.0589983593843513,0.1395565210325877,0.4340770689818666
5200,5200.0,0.0480800279449127,0.0922696776599046,0.068603805883721,0.0917142416084222,0.066569413048504,0.0587790791516836,0.1365123969633521,0.4374713577394995
5201,5201.0,0.0482405269673019,0.0927469473602263,0.067508997879117,0.0923241308582263,0.0659524123226554,0.0584839883159592,0.1340536808271247,0.440689315469389
5202,5202.0,0.0483483687245611,0.0931495210453661,0.0664610452696309,0.0929012413918234,0.0653500521196136,0.0581766695519685,0.131987276481045,0.4436258254159911
5203,5203.0,0.0484275452709027,0.0932931793432622,0.0654855467871177,0.0934818241147099,0.0647866967344006,0.0578812235854502,0.1296894215348309,0.4469545626293256
5204,5204.0,0.048246019296593,0.0954130094122211,0.0646842332716765,0.0916312521849596,0.0640529556794704,0.0576975190434647,0.1278637497389433,0.4504112613726712
5205,5205.0,0.0479780742841364,0.0973545609393575,0.0638940973324508,0.0897543847424493,0.0632989132478681,0.0574625281471926,0.1262498386127438,0.4540076026938014
5206,5206.0,0.0476736489761393,0.0981984283917105,0.0631605399598783,0.0879708056196334,0.0625727573902438,0.0572222597886362,0.1258759527927757,0.4573256070809827
5207,5207.0,0.0472519067547534,0.0987665390553322,0.0623977099705372,0.0861114892148936,0.0627005230163848,0.0568920300247938,0.1258712194808271,0.4600085824824777
5208,5208.0,0.0467559777529653,0.0984752916341558,0.0616433439454315,0.0842249413448347,0.0627798675154743,0.056881604738781,0.1266647170573472,0.46257425601101
5209,5209.0,0.0462450042656082,0.0981059469596742,0.0609509034751639,0.0823848257221323,0.0628838086886895,0.0568734663729017,0.1276371234625749,0.4649189210532551
5210,5210.0,0.0460544419129559,0.0975860039784321,0.0602795914754263,0.0811893177032272,0.0629673185233584,0.0568259386852741,0.128250909442384,0.4668464782789416
5211,5211.0,0.0457963620814977,0.0974870052356923,0.0596227759421571,0.0799766745671445,0.0629939177515282,0.0567189760947159,0.1280803440201566,0.4693239443071074
5212,5212.0,0.0454769890689781,0.0972026445310141,0.0589828776446226,0.0787557512871549,0.063310340270292,0.0565564834689752,0.1279109438966879,0.471803969832275
5213,5213.0,0.0450405215030842,0.096627069601841,0.0586332232640451,0.0774798239371387,0.0642021937204957,0.0562815450325997,0.1275360308505127,0.4741995920902827
5214,5214.0,0.0445596909287799,0.0959060985137017,0.0582945975389159,0.0762132907531776,0.0650242427826739,0.055962853805883,0.1271312265681528,0.4769079991087149
5215,5215.0,0.0440667980786885,0.0951295970734689,0.0583048399869808,0.0750165272206166,0.065028266310203,0.0556309456489405,0.1267538224393051,0.4800692032417961
5216,5216.0,0.0435119932082911,0.0949136056601979,0.0582822567688714,0.0738383598686311,0.0648766101253874,0.0552343954276645,0.1262897670177568,0.4830530119231995
5217,5217.0,0.0429514389163964,0.0946168030525935,0.0582833023587332,0.0727013321112518,0.0646972781133801,0.0548279766025806,0.125884387921211,0.4860374809238533
5218,5218.0,0.0423876540142176,0.0942459873813327,0.0579989114429845,0.0716049858175204,0.0644911695031647,0.0544130003281928,0.1255841897097136,0.4892741018028735
5219,5219.0,0.041807316765414,0.0937824727173845,0.0577139162076804,0.0705448862621284,0.0642259150823303,0.0539751125866385,0.1256266877794699,0.492323692598954
5220,5220.0,0.0413735374039537,0.0936772825006309,0.057586878663947,0.0705292285456943,0.0633674906694279,0.05367655945719,0.1259649160368515,0.4938241067223046
5221,5221.0,0.0410229860906827,0.0938066908080994,0.0575502615740303,0.0705583640018325,0.0625736428066159,0.0534533068691244,0.1262319096025356,0.4948028382470789
5222,5222.0,0.0406984359833132,0.0939303054551323,0.0575429795128461,0.0706531345264246,0.061793442766912,0.0532475746902032,0.1267727665273356,0.4953613605378327
5223,5223.0,0.0404040568695632,0.0940554006390987,0.0575656962053676,0.0708170452760718,0.0610368521756368,0.0530639861193804,0.1273556026478123,0.4957013600670688
5224,5224.0,0.0401935895929693,0.09393724905578,0.05766899876106,0.0711006487894333,0.0597746548515036,0.052633396188154,0.1283020276905228,0.4963894350705768
5225,5225.0,0.0400518671931337,0.0934938176183923,0.0578349151186011,0.0714982215470448,0.0585905647562973,0.0522772153869512,0.1290925894072787,0.4971608089723005
5226,5226.0,0.0399130781362027,0.0930047544557349,0.0579951704640545,0.0727186175600311,0.057428257797901,0.0519204625703995,0.1290180724242985,0.4980015865913775
5227,5227.0,0.0398013178769277,0.0925263086797512,0.058171729243647,0.0739665410776939,0.0563201796306902,0.0515905568775164,0.1289585684509745,0.4986647981627988
5228,5228.0,0.0396508985740333,0.0918698953172259,0.0582970929620661,0.0758036831913121,0.055207885593116,0.0512240100887613,0.1287556107180463,0.4991909235554386
5229,5229.0,0.0394904558524863,0.091183038017222,0.0583983930158209,0.0782167225677465,0.0541261857401663,0.0508608870061546,0.1283329686494637,0.4993913491509395
5230,5230.0,0.0392776773845039,0.0903316463552129,0.0584321036739768,0.081066338328132,0.0530379185550448,0.0504599473217428,0.1282366548753374,0.4991577135060492
5231,5231.0,0.0390841818897767,0.0895036408887719,0.0584689041298793,0.0838486873179837,0.0520188808031869,0.0500852180625435,0.1281124924316225,0.4988779944762352
5232,5232.0,0.0389096936240704,0.0887044807065199,0.0585078349973388,0.086247790329055,0.051072057516929,0.0497375430767712,0.1282555664634026,0.4985650332859128
5233,5233.0,0.0387361088471722,0.0879193994613821,0.0586229386191497,0.0885274795210554,0.0501817475826057,0.0494072837969851,0.1282643634247458,0.4983406787469037
5234,5234.0,0.0385808296728164,0.0873341999313638,0.0587378699651715,0.0906851803848424,0.0493669593792129,0.0491041241778933,0.128230937179206,0.4979598993094934
5235,5235.0,0.0393965387236116,0.0866890816590662,0.058971124007309,0.0908115492600285,0.049202461128023,0.0489487774333973,0.1280100697460421,0.4979703980425218
5236,5236.0,0.0401858862484354,0.0859562455244202,0.0591673074487624,0.0907558402651549,0.0490539212232875,0.0487938584133194,0.1279579999833821,0.4981289408932378
5237,5237.0,0.0409763471801204,0.0853714754597454,0.0593592536031374,0.0906025890929779,0.0489717480461569,0.0486664629337596,0.127916446699406,0.4981356769846959
5238,5238.0,0.0417597136995594,0.084835541093392,0.0595460536846931,0.0903619199185413,0.0489499347865377,0.0486566638456235,0.127877787112854,0.4980123858587986
5239,5239.0,0.0425470178866756,0.0843629878023976,0.0597445106037889,0.0900985765287213,0.0490205827350178,0.0486883869972035,0.1278391083251247,0.4976988291210702
5240,5240.0,0.0426926549641813,0.0834811883035607,0.0611474694721644,0.0889711694214899,0.0493321852488722,0.0488614151784307,0.1279949056726337,0.4975190117386667
5241,5241.0,0.0427425440754163,0.0831061971519939,0.0623627502184525,0.087706688209989,0.0496085262108438,0.0491192438586,0.1281258262834368,0.4972282239912673
5242,5242.0,0.0427712857732765,0.0827752159544212,0.0635443106765985,0.0864018177649853,0.0499158930138822,0.0493848571490041,0.1282267216019806,0.4969798980658512
5243,5243.0,0.042781421369235,0.0824884218719882,0.0646844212579495,0.0850747544291894,0.0502488233929646,0.0496553748131705,0.1281660031203979,0.4969007797451045
5244,5244.0,0.0427586812313845,0.0822358600152737,0.0657597969582333,0.0837324281360418,0.0505854028005579,0.0499193529886148,0.1280097990175768,0.496998678852317
5245,5245.0,0.0427473911944151,0.0820590247139445,0.0668069683684846,0.0820373876818198,0.0510041192671605,0.0502170654829609,0.1279009039456162,0.497227139345598
5246,5246.0,0.0427241111871194,0.0819185925307387,0.0677994374956765,0.0804561829711053,0.0514328968799712,0.0505108582524571,0.12774522923303,0.4974126914499016
5247,5247.0,0.0427654727255325,0.0810799743382196,0.0688956535584765,0.078993211198694,0.0514654509909802,0.0508822935153264,0.1276838494689003,0.4982340942038703
5248,5248.0,0.042813584412992,0.0803001170924665,0.0703959933487155,0.0769615936279624,0.0515186362111215,0.0512624117040745,0.1277069083941234,0.4990407552085441
5249,5249.0,0.0428340126396758,0.079640204199914,0.0717829098627638,0.0749614603479673,0.0515565800992375,0.0514703435715086,0.1275767891693146,0.5001777001096183
5250,5250.0,0.0428459433259001,0.0779358458100925,0.0730882846808703,0.0740426745137619,0.0515970492061554,0.0516671203654409,0.1274529720736219,0.5013701100241568
5251,5251.0,0.0428492252401326,0.0762925540382881,0.0738715539370362,0.073588259587576,0.0516385046402094,0.0518510081465659,0.1270649720619074,0.5028439223482843
5252,5252.0,0.0428425482065672,0.0747143721198049,0.0745662576088573,0.0732016716867526,0.0516782909804826,0.0520193147044903,0.1266544382462648,0.5043231064467802
5253,5253.0,0.0428078767962594,0.0731888870281214,0.0755718737906565,0.0728376158231895,0.0516970791788905,0.0521520542253886,0.1263274429730491,0.5054171701844448
5254,5254.0,0.0426627694061039,0.0716506761663061,0.0772048491329172,0.072350617381729,0.0516111934127528,0.0521725527748666,0.1261068728893704,0.5062404688359537
5255,5255.0,0.0424957364532614,0.0701844487157094,0.0787091034084147,0.0718911144219185,0.0515079756814597,0.0521624469980208,0.1258600419895622,0.5071891323316532
5256,5256.0,0.0423101141840056,0.0687968579219146,0.0800815549261623,0.0714596150978669,0.0517742801039318,0.0521243717457285,0.1256760206315989,0.5077771853887914
5257,5257.0,0.0421083432437223,0.0674901534100513,0.0813199860774106,0.0711862584261342,0.0520088180512209,0.0520594933980277,0.1254499474102154,0.5083769999832175
5258,5258.0,0.0418967730896684,0.0662737483633355,0.0824277244676414,0.0710789480284804,0.0522147306717168,0.0519745210586611,0.1251337130120784,0.5089998413084178
5259,5259.0,0.041687052810569,0.0651590648228404,0.0834272202167663,0.0710138881023397,0.0524132795996059,0.0518808673159961,0.1248064952775925,0.5096121318542899
5260,5260.0,0.0415525317985299,0.0642216725448963,0.0843907398082149,0.0717310280968345,0.0526746528916804,0.0518517740245999,0.1245625463795532,0.5090150544556906
5261,5261.0,0.0413927989734421,0.063273509877034,0.0852056940273812,0.0723630291365943,0.0533181853528373,0.0517868397087359,0.1243071942731683,0.5083527486508065
5262,5262.0,0.0412112329550661,0.0624013186720515,0.0858776394704751,0.0733262838514785,0.0538886550528753,0.0516895579242143,0.1240433929105409,0.507561919163298
5263,5263.0,0.0410384818983266,0.0616328728711231,0.0864511515636714,0.0743052457211286,0.0544409619217303,0.0515907854111583,0.1238012744063338,0.5067392262065276
5264,5264.0,0.0408729586773709,0.0609581829710831,0.0869279053807713,0.0752732312470743,0.0549689660335757,0.0514885015045372,0.123538595995039,0.5059716581905481
5265,5265.0,0.0407267653449431,0.0603868395340876,0.0873354730682,0.0762458991320716,0.0554924814799803,0.0513959016773691,0.1232813399943318,0.5051352997690162
5266,5266.0,0.0406086309590929,0.0599264184647774,0.0876755528480423,0.0776598798062524,0.0556798196832586,0.0513221436335584,0.1231429781008908,0.5039845765041268
5267,5267.0,0.040331853170017,0.0596403398959504,0.0877664149142545,0.0792561873721243,0.0556700100040494,0.0513367010833474,0.1210363649360619,0.5049621286241947
5268,5268.0,0.0401470506029936,0.0595165295082216,0.0860458771064204,0.0819820466898529,0.0557155889351954,0.0514324551135136,0.1190498687477565,0.5061105832960456
5269,5269.0,0.0400654904973457,0.0594685252331267,0.0842771750721546,0.0846439524550249,0.0557390884721175,0.0515288551714857,0.117035835832528,0.5072410772662166
5270,5270.0,0.0399926512454662,0.0594814527368403,0.0824796847488024,0.0873302884875712,0.0557385496774241,0.0516210448681506,0.1150456505483361,0.5083106776874088
5271,5271.0,0.0399296588644345,0.059553229700459,0.0806755957792838,0.0899074989817364,0.0557176514821609,0.0517098008003171,0.1131136510322339,0.5093929133593741
5272,5272.0,0.0398667705728464,0.0596670391045211,0.078873509774623,0.0923517595920768,0.0556692507902078,0.0517844220615519,0.1112466627680028,0.5105405853361699
5273,5273.0,0.0399566638708522,0.0599694851838792,0.0772433063245595,0.0941632564100273,0.0557486408843323,0.051997578205894,0.1100835723967098,0.5108374967237452
5274,5274.0,0.0399895028805028,0.0612449092409566,0.0756456128359178,0.0961136714207383,0.0554037624127687,0.0521395695059577,0.1089418817444031,0.5105210899587546
5275,5275.0,0.0400090140403238,0.062997384771611,0.0740648703445613,0.0978720785990291,0.0550291852441742,0.052253437504634,0.1078046264813593,0.5099694030143068
5276,5276.0,0.0400253203282032,0.0647443351882962,0.0725402620732108,0.0994745328293682,0.0546406103244412,0.0523520805957645,0.1067601697475534,0.5094626889131623
5277,5277.0,0.0400539174873491,0.0665000634087032,0.0710968252023127,0.1009925211724268,0.0542586614967735,0.0524507941976354,0.1057747633619652,0.5088724536728338
5278,5278.0,0.0400877412612789,0.0686544434606811,0.0697691091982998,0.1022170588671483,0.0538809464424769,0.0525430458017333,0.1048328018872807,0.5080148530811008
5279,5279.0,0.0401182923132952,0.0707525049845708,0.0685201373924216,0.1032893974243092,0.0535031804972774,0.0526207934336085,0.1039879621848138,0.5072077317697031
5280,5280.0,0.0401844004438773,0.0728177072567505,0.067008717737116,0.1043169439750047,0.0531679544485255,0.0527235180529723,0.1032777885131756,0.5065029695725778
5281,5281.0,0.0402530027100167,0.0748038380258231,0.0655935169061864,0.1052073637928359,0.0528455204132178,0.0528188485610362,0.1026670698521535,0.5058108397387303
5282,5282.0,0.0403268166435327,0.0765729157371484,0.0642827179935411,0.105915324017838,0.0525414764983994,0.052910224031886,0.1021958035037343,0.5052547215739199
5283,5283.0,0.0404223153668799,0.0778292494000124,0.0630967212250055,0.1066455087507008,0.0522747565596969,0.0530142337211773,0.1023960277095349,0.5043211872669922
5284,5284.0,0.0405387060981666,0.0790030495999204,0.0620356706221389,0.1073138892796347,0.0520466260832108,0.0531299008081542,0.1025264500200449,0.5034057074887295
5285,5285.0,0.0406464994570544,0.0800660051833732,0.0620728555766073,0.1068597074774233,0.0518292711552526,0.0532300763843826,0.1027201755429903,0.502575409222916
5286,5286.0,0.0407537809726934,0.0810287773692001,0.0622063844086318,0.1063213832333354,0.0516320914957482,0.0533236115706744,0.1029981688901067,0.5017358020596099
5287,5287.0,0.0408559140979659,0.0818845269427331,0.0624216725258503,0.1056837947037105,0.0514514264581611,0.053406620137874,0.1033845845075522,0.5009114606261529
5288,5288.0,0.0409499886268628,0.0826318535928563,0.0627043640281548,0.1049719895366775,0.0512850275168825,0.053474682414322,0.1038754373359734,0.5001066569482706
5289,5289.0,0.0410331638556266,0.0832739888497289,0.0630436468828687,0.1041985551575093,0.051130426233588,0.0535279212689163,0.1043940293012358,0.4993982684505263
