Total_iterations,Unnamed: 0.1,Intertwine_two,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,MSC_add_terminal,MSC_del_terminal
9158,9158.0,0.1198688339787069,0.1006507470078631,0.1076005778656418,0.1040207821329914,0.1103817623679171,0.1031575787296482,0.1498726140539524,0.2044471038632792
9159,9159.0,0.117333277261039,0.1030731075563601,0.1073559833218984,0.1033046009621681,0.1100369024847255,0.1024907606365485,0.1503858829843876,0.2060194847928729
9160,9160.0,0.1149459865105705,0.105458376210319,0.1071303314673534,0.1025839238557373,0.1096942026330489,0.1018226487033253,0.150974557822527,0.2073899727971186
9161,9161.0,0.1127175065395848,0.1077879079741526,0.1069254830531309,0.1018679056798227,0.1093583723097511,0.1011615519348216,0.1515427936468013,0.2086384788619351
9162,9162.0,0.1107183436339458,0.1101721863474402,0.1068055087834436,0.1012273432872343,0.1090961854293296,0.100577482346353,0.1515741314875337,0.2098288186847198
9163,9163.0,0.1089787744993923,0.112648327451937,0.1067963377697514,0.1006943135067823,0.1089361162995179,0.1001017946990176,0.1526743953171186,0.2091699404564829
9164,9164.0,0.1074084172683429,0.1150187472398409,0.1068051632147737,0.1001815751932392,0.1087877356547349,0.0996465894933572,0.1537438717165567,0.2084079002191544
9165,9165.0,0.1060060543227578,0.117270313644932,0.1068300972181887,0.0996922265830497,0.1086513584529257,0.0992143705372609,0.1547749446648684,0.2075606345760169
9166,9166.0,0.1048446674393039,0.119543911492956,0.1069450371598807,0.0993045797677378,0.1086029056975684,0.0988829189710908,0.1551550831716225,0.20672089629984
9167,9167.0,0.1038435910624208,0.1216782380247755,0.1070716512284232,0.0989441592177872,0.1085658876533896,0.0985772907533342,0.1554910338413618,0.2058281482185078
9168,9168.0,0.1037543806627961,0.1235143619551778,0.107131748294688,0.0985360889364035,0.1084637734539557,0.0982222022555697,0.1555565832238176,0.2048208612175915
9169,9169.0,0.103804923564882,0.1252001059413641,0.1060884497953112,0.0981573964177258,0.1083722756749684,0.0978943322089576,0.1566937725195504,0.2037887438772405
9170,9170.0,0.1046344045927296,0.1266180853519065,0.1050110656499654,0.097757468188785,0.1082397850302878,0.0975427748469636,0.1580233218933903,0.2021730944459718
9171,9171.0,0.1054035009337303,0.1284893011220485,0.1039051495694526,0.0973337984076486,0.1080630970176814,0.0971647857794974,0.1591325342347494,0.2005078329351918
9172,9172.0,0.1062589117415105,0.1302057614141727,0.1028340644575451,0.0969424484767979,0.1078978488035187,0.0968162386172315,0.1601807027718137,0.19886402371741
9173,9173.0,0.1070405943184573,0.1316229200303025,0.1017574190208824,0.0972031475295605,0.1076969298424776,0.0964500555936493,0.161020593056785,0.1972083406078853
9174,9174.0,0.1078786881628906,0.1328871190528819,0.1008742621044557,0.0974929528923392,0.1075107856141483,0.0961165313404103,0.1616986380361678,0.1955410227967061
9175,9175.0,0.1087573603444263,0.1339992015858493,0.100043694131643,0.0978042450153135,0.1062268781112407,0.0958139243578211,0.163420463565822,0.1939342328878842
9176,9176.0,0.1096637663075387,0.134963258452836,0.0992687618878109,0.098131762301234,0.1049678227362415,0.0955421689886429,0.165064473335424,0.1923979859902719
9177,9177.0,0.1107289257572963,0.1359273087946274,0.0985992701701189,0.0985658451561851,0.103791343877729,0.0953485166728452,0.1660505802518544,0.1909882093193436
9178,9178.0,0.1116548831791083,0.1372769508555633,0.0979408936526536,0.0989105438137618,0.1026104724821635,0.0951366174377719,0.1668537611503137,0.1896158774286639
9179,9179.0,0.1124498706301226,0.1383220338050245,0.0973002950567576,0.0991737306595066,0.1014386469933965,0.0955366054438917,0.1674866577759954,0.1882921596353051
9180,9180.0,0.1131204241217978,0.1391214516135528,0.0966084914651216,0.0993248138950343,0.1002130699645245,0.0958471809759129,0.1679238584788093,0.1878407094852467
9181,9181.0,0.1136813724242418,0.1397008675262472,0.095886612322327,0.0993825839581022,0.0989604632289378,0.0960832704350162,0.168189651753105,0.1881151783520227
9182,9182.0,0.1142198847551717,0.1401583057553823,0.0952267021567359,0.0994376126471437,0.0977778740064818,0.0963317797157205,0.1683803385908094,0.1884675023725548
9183,9183.0,0.1148578195884294,0.1393347230203559,0.0946708298389503,0.0995729571460045,0.0967117931047348,0.096672315076392,0.1692515227672046,0.1889280394579285
9184,9184.0,0.1153711172302115,0.1383212191496965,0.0950972852280025,0.0996089943334758,0.0956284924054052,0.0980331415713002,0.1698768395320546,0.1880629105498537
9185,9185.0,0.115741711597851,0.1377881911369437,0.0964638884596358,0.0988632310767585,0.0945151300698477,0.0992732249966756,0.1702095430937859,0.187145079568502
9186,9186.0,0.1161710761659947,0.1372838307673435,0.0979538678081846,0.0982122141437476,0.0935767549759497,0.1005831479161267,0.1705664768280021,0.185652631394651
9187,9187.0,0.1165672220870927,0.1367284966984584,0.0994581676866539,0.0975711608895844,0.0927234339686663,0.1018610089692334,0.1698598301982945,0.1852306795020163
9188,9188.0,0.11635808119521,0.136275696783763,0.1010079320908859,0.0969931045265449,0.0920028138970276,0.1024781881130514,0.1692458848502096,0.1856382985433075
9189,9189.0,0.1160253211996111,0.1356482770355566,0.1024926407337859,0.0963870497386709,0.0913183546777095,0.1030041055565951,0.1684500815376375,0.1866741695204332
9190,9190.0,0.1170144405963647,0.1352315286521597,0.1021905542035244,0.0960376976480975,0.0909491255494461,0.1037184690272296,0.1678474745017748,0.187010709821403
9191,9191.0,0.1178597390523758,0.1346849307810328,0.1017472415940468,0.095599250306108,0.0905436745945221,0.104271669087647,0.1679505705619571,0.1873429240223103
9192,9192.0,0.1186696880500398,0.1341294767225417,0.101286343385132,0.0951875440841453,0.0902122208780341,0.1047768324511461,0.1680360735327238,0.1877018208962371
9193,9193.0,0.1194397230452147,0.1335716066360076,0.1008142271188129,0.0948040219324263,0.0899506792133035,0.1052337111537839,0.1681048876933089,0.1880811432071422
9194,9194.0,0.1201689599469549,0.1330199656838571,0.1001728939555835,0.0944525255242008,0.0897574986705589,0.1056453897333771,0.1682116660995087,0.1885711003859588
9195,9195.0,0.1209627549338161,0.1315880161004034,0.0996442476549969,0.0942419359874316,0.0897363436812588,0.1061208401546641,0.1685254616801764,0.1891803998072526
9196,9196.0,0.1217067142474176,0.1301781082446111,0.0991223059937948,0.0940602685303407,0.0897702232399519,0.1065489307292625,0.1688224347620584,0.1897910142525629
9197,9197.0,0.1223074727710403,0.128711227931363,0.0985207088337415,0.0949266496397332,0.0897623860053428,0.1068392074451862,0.1677174594803761,0.1912148878932169
9198,9198.0,0.1227499971402204,0.1271843953513117,0.0978300918380973,0.0955931536785303,0.0896937361708823,0.106979203062918,0.1666091182089286,0.1933603045491113
9199,9199.0,0.1231373083593618,0.1257104968895895,0.0971578859930292,0.0962647261460551,0.0896626643275517,0.1072465823618546,0.165449664779785,0.1953706711427731
9200,9200.0,0.123473776954326,0.1243017004420298,0.0965116945649793,0.0969368667978085,0.0896684457177203,0.1074734830901421,0.1643075290809372,0.1973265033520568
9201,9201.0,0.1236853649258235,0.1228898261959342,0.0958196204507687,0.0983603731664259,0.089631579628379,0.107585926521805,0.1629651279690715,0.1990621811417922
9202,9202.0,0.1237865237105652,0.1214933799276967,0.0950972519142348,0.0996358503065114,0.0895607787224513,0.1083675439754991,0.1614681497588461,0.2005905216841955
9203,9203.0,0.1227900318921266,0.1209529273803578,0.0944687004468336,0.0998819519861229,0.0895740028545136,0.10911020749109,0.1621885970337742,0.2010335809151813
9204,9204.0,0.1223841176175082,0.120066295685323,0.0951660346914908,0.1003361510715081,0.089897882114611,0.1100473821642284,0.1618030172780859,0.2002991193772446
9205,9205.0,0.1219149727512648,0.1191376833600266,0.0958508832107443,0.1006754767836168,0.0901993026735296,0.1108526260848091,0.1619544404209709,0.199414614715038
9206,9206.0,0.1214311118012211,0.1182930745907477,0.0965551460919421,0.1009830232026554,0.090514996195798,0.1116060798888822,0.1621376519411432,0.1984789162876104
9207,9207.0,0.1207570268034395,0.1174416060186683,0.0970880210882594,0.1020770746119224,0.0907494693589496,0.1122144789591485,0.1622567317947632,0.1974155913648492
9208,9208.0,0.120082117376308,0.1166742964916073,0.0976249546018577,0.1031316763619387,0.0909903176490826,0.1127680629601042,0.162398720531768,0.1963298540273336
9209,9209.0,0.1194132150570329,0.1159904032003336,0.0981601714458727,0.1041402274011292,0.0912344950705976,0.1132667775586709,0.1625599073764492,0.195234802889914
9210,9210.0,0.1187564081580212,0.1153884234541811,0.0986884911188227,0.1050972472901845,0.0914792269361412,0.1137111225491018,0.1627367606495924,0.1941423198439552
9211,9211.0,0.1181877622769439,0.1148459836758972,0.0982760272117918,0.1050690260159347,0.0917018084624531,0.1140818894221041,0.1637946320443067,0.1940428708905686
9212,9212.0,0.1176405114071819,0.1143807360846598,0.0978573463582119,0.1049907335438165,0.0919204106863752,0.1144009101388725,0.1648530228526697,0.1939563289282127
9213,9213.0,0.1171416531945704,0.1140132785759456,0.0974609216995428,0.1048918245566069,0.0921569101541763,0.1145214199530283,0.1655666116268557,0.1942473802392741
9214,9214.0,0.1167811498921893,0.1149384307643695,0.0971783047995492,0.1048651627323561,0.0934969650834595,0.1147070502071533,0.1653750708321911,0.192657865688732
9215,9215.0,0.1162669528602214,0.1158267710674244,0.0968100319604543,0.1047128808821017,0.0947259102878746,0.1147585234638002,0.1650799197425985,0.1918190097355249
9216,9216.0,0.1157491188964903,0.1172132487857681,0.096491836353044,0.1047808820087647,0.09587514304544,0.1141872255386352,0.1654278042318001,0.1902747411400576
9217,9217.0,0.1152638718519915,0.1186216854006884,0.096184392210224,0.1048214578033867,0.0969854604550833,0.1135861465290912,0.1657645782606607,0.1887724074888742
9218,9218.0,0.1146204978129392,0.119779390399968,0.0957614936987583,0.104644637348918,0.097921445749295,0.1128360702054963,0.1658315748785157,0.1886048899061096
9219,9219.0,0.114014320142256,0.1209306291259476,0.0953542998560107,0.1044470053978893,0.0988065569020609,0.1120747816778761,0.1658858710910561,0.1884865358069033
9220,9220.0,0.1142169117490427,0.1220645358186972,0.094965312153537,0.1042326194194668,0.0996370302159978,0.1113110150519096,0.1659281939766881,0.1876443816146608
9221,9221.0,0.1155641732082879,0.1220603935035014,0.0945965998543344,0.1040052986761741,0.1004100247418494,0.1105526558036908,0.1659593176392463,0.1868515365729158
9222,9222.0,0.117697395689384,0.1220320485043065,0.0942498225410679,0.1037686098519311,0.1011235584131655,0.1098067467879273,0.1659800507644123,0.1853417674478053
9223,9223.0,0.1198243431730272,0.1219822045395045,0.0939262544882766,0.1035258566430754,0.1017764419786866,0.1090795020715312,0.1659912250746738,0.1838941720312247
9224,9224.0,0.1219243736841265,0.1211442791760733,0.0936268104504407,0.1032800730201568,0.102368211613337,0.1091455584409604,0.1659936847084186,0.1825170089064867
9225,9225.0,0.1228680675037141,0.1202977674998179,0.0944631835775544,0.1030340198608107,0.1028990610138573,0.1092326175316305,0.1659882765369609,0.1812170064756544
9226,9226.0,0.1237616213627452,0.1194519932587832,0.0953134284218514,0.1027901846502733,0.1033697737096552,0.1093377084805105,0.1659758414225356,0.1799994486936456
9227,9227.0,0.1246011137186854,0.1186153404518575,0.0961676553631705,0.1025507839457692,0.103781656244245,0.1094579771922909,0.1659572064105836,0.1788682666733981
9228,9228.0,0.1253835557982842,0.1177952634636991,0.0970169239223962,0.1023177683037401,0.1041364728084017,0.1095907032035636,0.1659331778409771,0.1778261346589382
9229,9229.0,0.1246965717981233,0.1170624080464154,0.0979173398162482,0.1021569319384612,0.1045004843976294,0.1098615186524719,0.1659686379192803,0.1778361074313701
9230,9230.0,0.1239632049354112,0.1163576882893997,0.0987970918446331,0.1020049729782182,0.1048114390858367,0.1101385218253786,0.1659995908722268,0.1779274901688959
9231,9231.0,0.1236282165978195,0.1153488964877537,0.1000822383066032,0.1015260819356684,0.1057063426510529,0.110851113350944,0.1641023239589689,0.1787547867111895
9232,9232.0,0.1230433861044793,0.1141571027445321,0.1019965444713363,0.1008383159100431,0.1062131891652632,0.1113368757669141,0.1619978781445059,0.1804167076929261
9233,9233.0,0.122439545975899,0.1130125251913246,0.1038579513069089,0.100169440059906,0.106665715868426,0.1118136343600886,0.159928015777103,0.1821131714603441
9234,9234.0,0.1217337264859791,0.1118309788937527,0.1055622255869722,0.0994333450353006,0.1068830112927962,0.1121866128359063,0.15872815895391,0.183641940915383
9235,9235.0,0.1210250019475712,0.1107097943710469,0.1071898560060947,0.098725931885738,0.1070500619756457,0.1125442776031628,0.1575869420523742,0.1851681341583667
9236,9236.0,0.1195631743533323,0.109729904866705,0.1088079882219368,0.0981271641309671,0.1072459794600557,0.112127007627466,0.1564947617341937,0.1879040196053436
9237,9237.0,0.1180290813756969,0.1087278888648434,0.1111513907326681,0.0974730739999655,0.1073068269819352,0.1116073781737772,0.1553803634169421,0.1903239964541718
9238,9238.0,0.1165271086645993,0.1077977973570507,0.1133877388473288,0.0968575528134845,0.1073273212441365,0.1110826396662507,0.1543389310655172,0.1926809103416326
9239,9239.0,0.1151599730114058,0.107032647899907,0.1155962836152885,0.0963738079798459,0.1064931108118237,0.1106494594862547,0.1525554005886687,0.1961393166068061
9240,9240.0,0.1139571549961507,0.1064528907122118,0.1157870128528304,0.0960427922413948,0.105745483006246,0.1103323065321288,0.1509692918511822,0.2007130678078554
9241,9241.0,0.1137031399240818,0.1058346730277861,0.1157486897095099,0.0956414317348859,0.1048721447316747,0.1099116384997164,0.1493656126553854,0.20492266971696
9242,9242.0,0.1134298300758435,0.1052122654973897,0.1155288450790889,0.0952050169664324,0.1039186428419971,0.1094262560014126,0.1477106416875519,0.209568501850284
9243,9243.0,0.1132100698457169,0.1046604929991053,0.1163271224858746,0.0948095993280952,0.1029707105358025,0.1089556661269714,0.1450513103598165,0.2140150283186177
9244,9244.0,0.1130407018741921,0.1041778097547047,0.1170337269520783,0.094455033283246,0.1020372701778047,0.108503095512751,0.1425146480214465,0.2182377144237768
9245,9245.0,0.1130092897060334,0.1038530427621526,0.1168325779089145,0.0942316884238936,0.1012171160676729,0.1091621770297805,0.139371330154465,0.2223227779470877
9246,9246.0,0.1129296246098583,0.1035009207934622,0.1164619167432062,0.0939559488073545,0.1003343938489946,0.1115606091952193,0.1362907282176756,0.2249658577842295
9247,9247.0,0.1128891467112485,0.1032095187477527,0.1160242194606829,0.093717629487331,0.0994860057366294,0.1139459271680265,0.1333791948192452,0.2273483578690839
9248,9248.0,0.112820239505331,0.1029115760890803,0.1154664640817489,0.0934512690632693,0.0986128996369671,0.1151203755125235,0.1305848358752196,0.2310323402358603
9249,9249.0,0.112729182247643,0.1036134735580754,0.1136978701114708,0.0931650825025609,0.0977290256624813,0.1173071550719549,0.1279266247823459,0.2338315860634679
9250,9250.0,0.1126685510653889,0.1043576587167319,0.1119066578981362,0.0929133648339283,0.0968937498898497,0.1194326154786833,0.1254669794158881,0.2363604227013936
9251,9251.0,0.1126359096628479,0.1051324609444969,0.1101130013881842,0.0926951863448501,0.0961105652566133,0.1214816340439118,0.1232106396568693,0.2386206027022265
9252,9252.0,0.112581166428455,0.105879451464563,0.108287462528757,0.0924617558546426,0.0953344754475458,0.1233937457185191,0.1211122192945166,0.2409497232630007
9253,9253.0,0.11250826945393,0.1065951320186899,0.1064526754195868,0.0922181233445114,0.0945737223545115,0.1251647105510117,0.1191781010689775,0.2433092657887812
9254,9254.0,0.1124204983771487,0.1072762120920479,0.1046286480508573,0.0919684806356677,0.093835115130955,0.1267916688713937,0.1174119312429437,0.2456674455989858
9255,9255.0,0.1122421954432878,0.1078413180561632,0.1027545218463948,0.0916379022992542,0.0930458023863472,0.1280836177607443,0.1167365537989079,0.2476580884089003
9256,9256.0,0.1119606080379226,0.1082728074328479,0.1008304591223459,0.091214198851921,0.0921951589707681,0.1290466407528929,0.1160351453527305,0.2504449814785708
9257,9257.0,0.1117001104287813,0.1086909569336022,0.098991924104434,0.0908221497857573,0.0914090543319947,0.1298970483359804,0.1155103712174296,0.2529783848620205
9258,9258.0,0.1114319588462509,0.1090636792849297,0.0977458253956161,0.0904332703872259,0.0906596558726522,0.1306083582090001,0.1151205759371888,0.2549366760671361
9259,9259.0,0.1116628681773519,0.108895057952116,0.0975486483259273,0.0905544004574052,0.0910422902273648,0.1318017461291961,0.1126143295139449,0.2558806592166935
9260,9260.0,0.1132244975845973,0.1089136767529794,0.0976439199487538,0.0909060909847983,0.0916832792425501,0.1312716518305428,0.1104716909976007,0.2558851926581776
9261,9261.0,0.1147863405844819,0.1089188073043252,0.0978196244967976,0.0912799508365915,0.0923685593801905,0.1306502699324571,0.1084959078008115,0.2556805396643444
9262,9262.0,0.1163327573877429,0.1089117471255919,0.0980659616320566,0.0916700244818271,0.0930868487266644,0.1299529430138632,0.1066900522235898,0.255289665408664
9263,9263.0,0.1169609375571213,0.1090048970026857,0.0979845158355678,0.0932930120269305,0.0939387745787345,0.1293053499571088,0.1051663011708621,0.2543462118709891
9264,9264.0,0.117532613430502,0.1090634949074435,0.0979112608108518,0.0948855826826546,0.0947786445035112,0.1285851837827681,0.1037878721768967,0.2534553477053721
9265,9265.0,0.1180475022285344,0.1090901936078349,0.0978456771305455,0.0964346359811634,0.0955990489442596,0.1278066870141266,0.1025538008755406,0.2526224542179949
9266,9266.0,0.1185058514444039,0.1090876337109232,0.0977870888442725,0.0968176396877131,0.0963934480786056,0.1274179779606273,0.1014617098841772,0.252528650389277
9267,9267.0,0.1189265181054328,0.1090765532366728,0.0977709554180219,0.0971651552856989,0.097174285007111,0.1270104471547295,0.1005261086429857,0.2523499771493472
9268,9268.0,0.1193090638004949,0.1090579150475601,0.0977931927000539,0.0974772564299974,0.0979351075810747,0.1265900520797322,0.0997407041893607,0.2520967081717261
9269,9269.0,0.1196534751692362,0.1090326612969623,0.0978497412467199,0.0977543635545342,0.0986703090102112,0.1261622831132954,0.099098330889082,0.2517788357199589
9270,9270.0,0.1198490104194904,0.1098905949674228,0.0978254933349787,0.0978860938789291,0.0992639882836008,0.1256210442231161,0.0984799982487064,0.2511837766437557
9271,9271.0,0.1200086018106036,0.1107348179801313,0.0978287710897886,0.0979856677799523,0.0998243608240843,0.1250830947904704,0.0979894855286475,0.2505452001963221
9272,9272.0,0.1201756556820735,0.1115996670382306,0.0979396049019358,0.0980967130284255,0.1003905614470422,0.1251124915751115,0.0976603237315691,0.2490249825956117
9273,9273.0,0.1203104881664045,0.1124371639658554,0.0980715966660746,0.0981797049563738,0.1009190782572523,0.1251491003974023,0.0974424023023984,0.2474904652882386
9274,9274.0,0.1215260841885783,0.1132416690067769,0.0982213106693644,0.09823661897657,0.1014083944678872,0.1240807228542437,0.0973267764186365,0.2459584234179429
9275,9275.0,0.1227260209583983,0.1130322458230656,0.0989330965954762,0.098293303263397,0.1018813465006076,0.1230999699290409,0.0983281823083896,0.2437058346216246
9276,9276.0,0.1242902011678556,0.1142027176034758,0.100062536955892,0.0987395500817773,0.1021369420932139,0.122555365680847,0.0998152388698625,0.2381974475470761
9277,9277.0,0.1257959704355976,0.115332801898497,0.101185983668283,0.0991613524750774,0.1023531844632032,0.1220381530491488,0.1003539222349743,0.2337786317752186
9278,9278.0,0.1272341121631186,0.1164152366137181,0.1022928016303279,0.0995569368618726,0.1025318465091372,0.1215507649986138,0.10093368288971,0.2294846183335019
9279,9279.0,0.1285970076871654,0.1174439623599667,0.1033735855374407,0.0999249691989453,0.1026748996429623,0.121095092951631,0.1015446154985599,0.2253458671233288
9280,9280.0,0.1300805728748651,0.1186160829786979,0.1046221511580638,0.1015776556810283,0.1029864944265711,0.1199654513212443,0.1014704228329534,0.2206811687265761
9281,9281.0,0.1303649758150462,0.1197237195946578,0.1058274164828217,0.1031881858469816,0.1042648425653312,0.1188768971184616,0.1014167229833557,0.2163372395933441
9282,9282.0,0.1305117331475032,0.1197066886864086,0.1064816588880534,0.1046891144712031,0.1054449296867841,0.1173362071425503,0.1023264481111065,0.2135032198663907
9283,9283.0,0.1304922327687748,0.1195367182245444,0.1069925291507501,0.1060354833307147,0.1064838719305371,0.1157630927796734,0.1030623402853752,0.2116337315296304
9284,9284.0,0.1302940025244739,0.1192015089397525,0.1073399628532454,0.1070888806729882,0.1073561014326296,0.1151472346828632,0.1036869491322925,0.2098853597617548
9285,9285.0,0.1300368977036008,0.1188209368071735,0.1076368293145344,0.1080680696763246,0.1081695671722067,0.1145990658064811,0.1043051568961245,0.2083634766235542
9286,9286.0,0.1297293768120214,0.1184033438329121,0.107885216594125,0.1089706792845844,0.1089220108681243,0.1141172989172481,0.1049114216075413,0.2070606520834433
9287,9287.0,0.1293795566657222,0.117956608030879,0.108087488737391,0.1097953413411925,0.1096120102877891,0.1137001114853418,0.1055008749246704,0.2059680085270141
9288,9288.0,0.1289951653916381,0.1174881110418717,0.1082462345365322,0.1105416039807481,0.1092389098646297,0.1133452174393484,0.1081804145648802,0.2039643431803516
9289,9289.0,0.1285835040152885,0.1170047139544777,0.1083642191679698,0.1112098445185609,0.1088127505871601,0.1130499363811366,0.1108142364994606,0.2021607948759458
9290,9290.0,0.1281514161606633,0.1165127407494097,0.1084443389021597,0.111801182759427,0.1083430999335861,0.1128112598225104,0.1133805742796288,0.200555387392615
9291,9291.0,0.1277052653541365,0.1160179687704857,0.1084895790314847,0.1123173955506324,0.1078390035480539,0.1116259140790975,0.1158605129430243,0.2001443607230851
9292,9292.0,0.1271600103080543,0.1154347165239714,0.108412066024229,0.1125790151274129,0.1072180378767054,0.1104095104359015,0.1190560748328723,0.199730568870853
9293,9293.0,0.1267239432897624,0.1149705938520204,0.1084177796170526,0.1128836320901908,0.1066910287977652,0.1093702480122621,0.1222384894823764,0.19870428485857
9294,9294.0,0.1251793950555536,0.1145183290238958,0.1083983400140193,0.1131239005307385,0.1061538507427817,0.10840080531046,0.125277247469076,0.1989481318534751
9295,9295.0,0.1236526592093616,0.1140812589034962,0.1083564569307451,0.1133038526168735,0.1056128923899091,0.1075038947853294,0.1281563268793846,0.1993326582849003
9296,9296.0,0.1221572218708468,0.1136622347212531,0.1082947935460868,0.1134277204631758,0.1050739413524652,0.1066812323244546,0.1299538138677473,0.2007490418539704
9297,9297.0,0.1206291499868689,0.1131878845494158,0.1081401869482718,0.113424116239408,0.1044664288335237,0.1058578621702611,0.1315023170488992,0.2027920542233514
9298,9298.0,0.1191551695489958,0.1127366663068437,0.1079716593427759,0.1133740050129966,0.1038714679246059,0.1051102706118045,0.1328794315899319,0.2049013296620455
9299,9299.0,0.1177446112169959,0.1123107789830362,0.1077922881064219,0.1132825385964702,0.1032937530737984,0.1044383557050958,0.1340885252094468,0.2070491491087347
9300,9300.0,0.1166830161413795,0.1121897261371326,0.1081605068702149,0.1134325449507832,0.1030151146015761,0.1035634911562494,0.1354120868411783,0.2075435133014858
9301,9301.0,0.115632001383162,0.1127993630549298,0.1084537718823997,0.113484274171206,0.1026943286907001,0.102700618010865,0.136511331503485,0.2077243113032523
9302,9302.0,0.1146587113658778,0.1134259090062644,0.1087343381757074,0.1135047289866157,0.1023965102518369,0.1019148581677425,0.1374553907543786,0.2079095532915765
9303,9303.0,0.1137651065156066,0.1140614076282692,0.1090006699590929,0.1134968322893596,0.1021223407221739,0.1012063578950871,0.1382503425424913,0.2080969424479194
9304,9304.0,0.1128331067451021,0.1145246159936645,0.1090683771825641,0.1133444505786291,0.1017531492870399,0.1004554286195308,0.1395533312464034,0.208467540347066
9305,9305.0,0.1119830144012355,0.1149847244510507,0.1091214803947131,0.1131706990300219,0.1014092729084763,0.0997809653912623,0.140715358452331,0.2088344849709091
9306,9306.0,0.1112151396647818,0.1154374419066548,0.1091609089645505,0.1129794521428117,0.1010916188446118,0.1002931773489465,0.1417389000380131,0.2080833610896297
9307,9307.0,0.1105289395223641,0.1158789802860991,0.1091876360706092,0.1127743719197308,0.100800741404615,0.1008682748544114,0.1426275691496176,0.2073334867925526
9308,9308.0,0.1099780535709481,0.117185162992326,0.1092576096431515,0.1126138375515424,0.1005918167554442,0.1015491634327692,0.1434409113983812,0.2053834446554374
9309,9309.0,0.1095050087014973,0.1184652549743861,0.1093163547503529,0.1124455492469883,0.1004092883150579,0.1022690045414966,0.1441288754986499,0.203460663971571
9310,9310.0,0.1091067512545096,0.1197090643848754,0.1093644067876758,0.1122719652827508,0.1002523417469816,0.1030167045164693,0.1446971196242703,0.2015816464024672
9311,9311.0,0.1088438876263112,0.121100089079154,0.1094664571058371,0.112159453628543,0.1001840908937675,0.1038461030354156,0.1460493692288871,0.1983505494020844
9312,9312.0,0.1086478147636127,0.1224366203588231,0.1095583930658791,0.1120453398622119,0.1001386563847694,0.1046830439510564,0.1472860089608621,0.1952041226527851
9313,9313.0,0.1088269456316226,0.1240238735656784,0.1099534380571448,0.1113349657366734,0.101538453354898,0.1058315349276972,0.1479213849252913,0.1905694038009943
9314,9314.0,0.1089490392556605,0.1264279746820032,0.1102244014336696,0.1105203135543562,0.10283203139361,0.1068560067565422,0.1483345222645375,0.1858557106596205
9315,9315.0,0.1091185784238834,0.1287431979056876,0.1104809817231626,0.1097199576427614,0.1041170766136601,0.1078586166340826,0.1486435134677265,0.1813180775890358
9316,9316.0,0.1103493252103925,0.1307734606119404,0.1106311423405228,0.1088495628430236,0.1052906827538047,0.1087406155657643,0.1485627539435029,0.1768024567310488
9317,9317.0,0.11138244734509,0.1325794814779675,0.110654730717497,0.1078955440626614,0.1063229647313401,0.1094759517275635,0.1482845516123754,0.173404328325505
9318,9318.0,0.1124273760718101,0.1342656244791314,0.1098949374251233,0.1077450346567718,0.1073177321427518,0.1101719380348504,0.1479314327783456,0.1702459244112154
9319,9319.0,0.1134724814440834,0.1358270159719065,0.1091300062555679,0.1076268810896587,0.1082687887705382,0.1108255496100034,0.1475144202800442,0.1673348565781976
9320,9320.0,0.1143961836325207,0.137149406081093,0.1082569891971334,0.1074279182020044,0.1090598840156727,0.1112122655882622,0.1479329624977701,0.1645643907855434
9321,9321.0,0.1153013859336213,0.1383434710439579,0.1073954250092921,0.1072582165547397,0.1097991030639691,0.1115549083695335,0.1482993185377434,0.1620481714871431
9322,9322.0,0.1161808863131077,0.1394101027255046,0.1065527840468631,0.1071165470402982,0.1104842413446284,0.1118544588457033,0.1486150434573396,0.1597859362265551
9323,9323.0,0.1170284599593466,0.1403513781370495,0.1057356003969294,0.1070015231405419,0.1111138555516077,0.1121122307425203,0.1488820431194004,0.1577749089526042
9324,9324.0,0.1178388238092003,0.1411704201514773,0.1049495001647408,0.106911630533,0.1116872019502051,0.1123298241989513,0.1491025200530589,0.1560100791393662
9325,9325.0,0.118829817426031,0.1419823727994667,0.1043103471219558,0.1069563661256376,0.112315284968384,0.112620192235582,0.1493900328729297,0.1535955864500132
9326,9326.0,0.1207583163818212,0.1429070982184542,0.1037855956558195,0.1070975773182678,0.112962107689762,0.1129489112897835,0.1488774271046171,0.1506629663414746
9327,9327.0,0.1226249215167534,0.1437195264226047,0.1033008713051466,0.1072560226207834,0.1135511460986237,0.1132406772510749,0.1483316588464408,0.1479751759385725
9328,9328.0,0.1244171561615641,0.1444227628513604,0.1028570186018975,0.1074283941691705,0.114082288242132,0.1134962677691343,0.147761502029969,0.1455346101747722
9329,9329.0,0.1261245350188173,0.1450206943179733,0.1024543889083621,0.1076115756233583,0.1145560123253871,0.1137167444831044,0.1471750970791958,0.1433409522438016
9330,9330.0,0.1277384698786963,0.1455178720039914,0.1020928862205047,0.1078026541782246,0.114973322913582,0.1139034140062544,0.1465799328570592,0.1413914479416873
9331,9331.0,0.1292521657923396,0.1459193995106141,0.1017720128646358,0.1079989293381531,0.1153356882503405,0.1140577903624348,0.1459828369329169,0.139681176948565
9332,9332.0,0.1306605096952345,0.1462308265807148,0.1014909146411154,0.1093090298021494,0.1145338680963277,0.1141815591047807,0.1453899734362108,0.1382033186434667
